sale_id,sale_date,dealer_id,model_code,sale_price,dealer_name,region
601166,2025-08-09,315,MODEL_5,39907.37,MB Dealer 315,West
601167,2024-06-10,317,MODEL_8,47165.8,MB Dealer 317,South
601168,2024-10-31,319,MODEL_6,34567.37,MB Dealer 319,West
601169,2024-11-25,319,MODEL_1,58054.35,MB Dealer 319,West
601170,2024-11-11,318,MODEL_8,32186.31,MB Dealer 318,Midwest
601171,2024-10-28,311,MODEL_8,22858.96,MB Dealer 311,West
601172,2024-12-19,314,MODEL_8,37235.89,MB Dealer 314,Midwest
601173,2025-02-08,307,MODEL_1,67086.59,MB Dealer 307,West
601174,2025-12-04,301,MODEL_7,54862.35,MB Dealer 301,South
601175,2025-02-20,303,MODEL_8,34847.74,MB Dealer 303,West
601176,2025-05-10,304,MODEL_1,48440.84,MB Dealer 304,East
601177,2024-05-14,315,MODEL_5,46812.26,MB Dealer 315,West
601178,2025-03-21,312,MODEL_8,49086.91,MB Dealer 312,East
601179,2025-08-11,316,MODEL_6,48005.16,MB Dealer 316,East
601180,2024-11-05,310,MODEL_1,36539.44,MB Dealer 310,Midwest
601181,2024-08-05,315,MODEL_10,43179.96,MB Dealer 315,West
601182,2025-07-22,302,MODEL_6,49835.98,MB Dealer 302,Midwest
601183,2025-05-18,312,MODEL_3,33874.0,MB Dealer 312,East
601184,2025-07-09,316,MODEL_2,46712.12,MB Dealer 316,East
601185,2025-02-07,315,MODEL_4,40136.21,MB Dealer 315,West
601186,2025-10-18,301,MODEL_6,50884.3,MB Dealer 301,South
601187,2025-05-15,308,MODEL_9,46851.34,MB Dealer 308,East
601188,2024-06-21,309,MODEL_5,56504.25,MB Dealer 309,South
601189,2025-04-14,304,MODEL_9,45520.23,MB Dealer 304,East
601190,2024-09-01,308,MODEL_6,36788.24,MB Dealer 308,East
601191,2025-06-30,308,MODEL_1,50660.33,MB Dealer 308,East
601192,2024-02-27,308,MODEL_5,43321.53,MB Dealer 308,East
601193,2025-02-24,315,MODEL_2,31075.74,MB Dealer 315,West
601194,2025-12-23,300,MODEL_8,51546.2,MB Dealer 300,East
601195,2025-09-08,319,MODEL_8,35538.95,MB Dealer 319,West
601196,2025-11-12,315,MODEL_4,59547.31,MB Dealer 315,West
601197,2025-03-19,317,MODEL_1,50012.33,MB Dealer 317,South
601198,2024-09-28,307,MODEL_1,57084.95,MB Dealer 307,West
601199,2024-04-01,309,MODEL_2,48074.15,MB Dealer 309,South
601200,2025-05-30,309,MODEL_1,40479.78,MB Dealer 309,South
601201,2024-06-05,304,MODEL_10,50278.37,MB Dealer 304,East
601202,2024-02-29,306,MODEL_8,40170.89,MB Dealer 306,Midwest
601203,2025-01-06,305,MODEL_9,54062.85,MB Dealer 305,South
601204,2025-11-10,301,MODEL_7,40054.26,MB Dealer 301,South
601205,2024-09-29,314,MODEL_6,62417.09,MB Dealer 314,Midwest
601206,2024-11-28,313,MODEL_1,41429.12,MB Dealer 313,South
601207,2024-07-23,316,MODEL_7,45795.69,MB Dealer 316,East
601208,2024-01-27,313,MODEL_7,55845.45,MB Dealer 313,South
601209,2024-02-17,308,MODEL_6,47678.34,MB Dealer 308,East
601210,2025-12-21,304,MODEL_1,54705.59,MB Dealer 304,East
601211,2025-09-20,314,MODEL_10,54910.28,MB Dealer 314,Midwest
601212,2024-11-30,306,MODEL_9,57970.12,MB Dealer 306,Midwest
601213,2024-07-09,301,MODEL_4,55921.95,MB Dealer 301,South
601214,2024-07-12,306,MODEL_5,41201.84,MB Dealer 306,Midwest
601215,2025-12-06,307,MODEL_4,46549.8,MB Dealer 307,West
601216,2024-10-31,306,MODEL_10,45120.57,MB Dealer 306,Midwest
601217,2025-05-27,309,MODEL_2,44133.38,MB Dealer 309,South
601218,2025-02-05,314,MODEL_2,29189.64,MB Dealer 314,Midwest
601219,2025-09-03,319,MODEL_10,45730.87,MB Dealer 319,West
601220,2024-05-25,314,MODEL_10,39743.8,MB Dealer 314,Midwest
601221,2025-01-11,302,MODEL_7,39576.24,MB Dealer 302,Midwest
601222,2025-09-30,306,MODEL_8,32844.43,MB Dealer 306,Midwest
601223,2024-12-24,314,MODEL_9,31685.75,MB Dealer 314,Midwest
601224,2025-04-29,304,MODEL_9,42043.09,MB Dealer 304,East
601225,2024-08-18,315,MODEL_9,35708.54,MB Dealer 315,West
601226,2025-02-27,303,MODEL_6,43123.07,MB Dealer 303,West
601227,2024-05-28,314,MODEL_2,52583.92,MB Dealer 314,Midwest
601228,2024-02-02,312,MODEL_4,44585.67,MB Dealer 312,East
601229,2025-11-08,316,MODEL_2,59069.9,MB Dealer 316,East
601230,2024-10-19,319,MODEL_3,49244.99,MB Dealer 319,West
601231,2024-03-22,315,MODEL_7,48388.88,MB Dealer 315,West
601232,2025-11-07,319,MODEL_9,56908.15,MB Dealer 319,West
601233,2024-12-13,316,MODEL_2,41533.22,MB Dealer 316,East
601234,2024-10-21,318,MODEL_6,42129.35,MB Dealer 318,Midwest
601235,2024-03-14,314,MODEL_9,54990.13,MB Dealer 314,Midwest
601236,2024-10-05,301,MODEL_5,41419.18,MB Dealer 301,South
601237,2025-02-02,312,MODEL_3,40350.43,MB Dealer 312,East
601238,2025-09-07,314,MODEL_4,51426.36,MB Dealer 314,Midwest
601239,2024-04-19,300,MODEL_3,44815.63,MB Dealer 300,East
601240,2025-09-13,319,MODEL_2,28424.31,MB Dealer 319,West
601241,2025-08-16,309,MODEL_7,53663.63,MB Dealer 309,South
601242,2024-11-19,303,MODEL_6,28732.54,MB Dealer 303,West
601243,2024-07-14,312,MODEL_8,42247.66,MB Dealer 312,East
601244,2025-12-17,304,MODEL_7,38835.54,MB Dealer 304,East
601245,2024-04-22,315,MODEL_1,50039.57,MB Dealer 315,West
601246,2024-05-06,306,MODEL_10,32089.87,MB Dealer 306,Midwest
601247,2024-12-02,314,MODEL_2,43400.18,MB Dealer 314,Midwest
601248,2025-05-12,300,MODEL_9,29789.53,MB Dealer 300,East
601249,2024-05-27,319,MODEL_1,56044.61,MB Dealer 319,West
601250,2024-12-05,304,MODEL_8,51676.54,MB Dealer 304,East
601251,2024-02-28,309,MODEL_10,50623.43,MB Dealer 309,South
601252,2024-12-05,319,MODEL_7,32902.87,MB Dealer 319,West
601253,2025-04-17,302,MODEL_2,51996.59,MB Dealer 302,Midwest
601254,2025-10-10,314,MODEL_3,24105.98,MB Dealer 314,Midwest
601255,2025-02-18,315,MODEL_1,41820.54,MB Dealer 315,West
601256,2024-10-09,301,MODEL_3,32323.12,MB Dealer 301,South
601257,2024-01-14,302,MODEL_10,47127.32,MB Dealer 302,Midwest
601258,2025-03-13,312,MODEL_10,38770.15,MB Dealer 312,East
601259,2025-11-16,308,MODEL_5,25116.63,MB Dealer 308,East
601260,2025-06-30,318,MODEL_5,33981.55,MB Dealer 318,Midwest
601261,2024-05-10,304,MODEL_5,53585.96,MB Dealer 304,East
601262,2024-06-25,304,MODEL_4,47620.96,MB Dealer 304,East
601263,2025-06-21,308,MODEL_8,46034.96,MB Dealer 308,East
601264,2024-06-20,302,MODEL_1,39889.09,MB Dealer 302,Midwest
601265,2024-04-03,307,MODEL_6,47632.0,MB Dealer 307,West
601266,2024-10-18,302,MODEL_2,47538.25,MB Dealer 302,Midwest
601267,2024-06-30,302,MODEL_3,44244.36,MB Dealer 302,Midwest
601268,2025-04-16,305,MODEL_10,48974.63,MB Dealer 305,South
601269,2025-01-11,307,MODEL_10,42243.45,MB Dealer 307,West
601270,2025-05-09,314,MODEL_4,36867.51,MB Dealer 314,Midwest
601271,2024-12-28,319,MODEL_4,60245.11,MB Dealer 319,West
601272,2024-05-09,308,MODEL_9,47816.09,MB Dealer 308,East
601273,2025-04-18,305,MODEL_1,45492.85,MB Dealer 305,South
601274,2025-11-04,307,MODEL_8,46027.0,MB Dealer 307,West
601275,2025-07-02,300,MODEL_10,23830.8,MB Dealer 300,East
601276,2024-04-12,306,MODEL_9,39949.12,MB Dealer 306,Midwest
601277,2024-02-03,315,MODEL_2,35432.32,MB Dealer 315,West
601278,2024-07-23,301,MODEL_5,47042.73,MB Dealer 301,South
601279,2025-10-11,317,MODEL_10,45432.67,MB Dealer 317,South
601280,2025-11-11,311,MODEL_5,55397.52,MB Dealer 311,West
601281,2024-08-20,311,MODEL_3,48188.28,MB Dealer 311,West
601282,2025-08-18,306,MODEL_4,29814.4,MB Dealer 306,Midwest
601283,2024-06-28,305,MODEL_1,53137.26,MB Dealer 305,South
601284,2025-04-25,318,MODEL_7,44460.64,MB Dealer 318,Midwest
601285,2024-12-23,313,MODEL_10,50289.88,MB Dealer 313,South
601286,2025-02-26,311,MODEL_3,46398.18,MB Dealer 311,West
601287,2025-03-16,305,MODEL_8,48937.49,MB Dealer 305,South
601288,2025-06-10,304,MODEL_7,43216.86,MB Dealer 304,East
601289,2025-12-21,305,MODEL_4,28462.09,MB Dealer 305,South
601290,2024-11-11,301,MODEL_3,31074.17,MB Dealer 301,South
601291,2025-04-09,305,MODEL_10,52406.97,MB Dealer 305,South
601292,2025-06-11,310,MODEL_1,57718.93,MB Dealer 310,Midwest
601293,2025-08-23,308,MODEL_6,49958.52,MB Dealer 308,East
601294,2024-09-27,314,MODEL_7,50550.02,MB Dealer 314,Midwest
601295,2025-12-20,304,MODEL_8,45685.46,MB Dealer 304,East
601296,2024-03-24,307,MODEL_8,36436.82,MB Dealer 307,West
601297,2025-09-29,318,MODEL_7,42647.53,MB Dealer 318,Midwest
601298,2024-10-24,300,MODEL_5,53246.18,MB Dealer 300,East
601299,2025-11-03,318,MODEL_9,45579.16,MB Dealer 318,Midwest
601300,2024-11-12,305,MODEL_7,45415.18,MB Dealer 305,South
601301,2025-10-13,315,MODEL_8,52963.85,MB Dealer 315,West
601302,2024-07-31,316,MODEL_9,44291.24,MB Dealer 316,East
601303,2025-06-11,306,MODEL_1,39953.6,MB Dealer 306,Midwest
601304,2024-06-08,304,MODEL_5,34976.3,MB Dealer 304,East
601305,2024-09-29,316,MODEL_7,46441.39,MB Dealer 316,East
601306,2024-02-16,316,MODEL_8,34160.39,MB Dealer 316,East
601307,2024-06-20,314,MODEL_7,47042.76,MB Dealer 314,Midwest
601308,2025-07-11,308,MODEL_2,42932.23,MB Dealer 308,East
601309,2025-03-31,312,MODEL_6,37876.48,MB Dealer 312,East
601310,2025-11-18,308,MODEL_7,34311.71,MB Dealer 308,East
601311,2025-06-09,316,MODEL_7,39311.08,MB Dealer 316,East
601312,2025-04-09,309,MODEL_1,65079.62,MB Dealer 309,South
601313,2025-11-05,311,MODEL_9,40627.21,MB Dealer 311,West
601314,2025-10-06,309,MODEL_6,33012.23,MB Dealer 309,South
601315,2025-08-12,316,MODEL_7,41532.06,MB Dealer 316,East
601316,2024-03-29,315,MODEL_1,50943.92,MB Dealer 315,West
601317,2025-12-27,300,MODEL_10,52459.17,MB Dealer 300,East
601318,2024-06-10,314,MODEL_4,29552.14,MB Dealer 314,Midwest
601319,2025-04-21,301,MODEL_6,48538.52,MB Dealer 301,South
601320,2025-05-25,316,MODEL_10,55157.05,MB Dealer 316,East
601321,2025-03-01,310,MODEL_6,39741.06,MB Dealer 310,Midwest
601322,2024-06-21,313,MODEL_10,25568.92,MB Dealer 313,South
601323,2024-12-12,312,MODEL_2,36451.13,MB Dealer 312,East
601324,2024-02-08,303,MODEL_1,55716.13,MB Dealer 303,West
601325,2025-05-23,307,MODEL_7,38159.04,MB Dealer 307,West
601326,2024-10-30,309,MODEL_10,51154.28,MB Dealer 309,South
601327,2024-08-02,302,MODEL_6,53181.48,MB Dealer 302,Midwest
601328,2025-01-13,304,MODEL_1,51237.24,MB Dealer 304,East
601329,2024-06-11,314,MODEL_4,47012.51,MB Dealer 314,Midwest
601330,2024-09-25,311,MODEL_8,46146.61,MB Dealer 311,West
601331,2025-10-24,308,MODEL_1,48268.49,MB Dealer 308,East
601332,2025-04-13,304,MODEL_5,43116.37,MB Dealer 304,East
601333,2025-09-04,309,MODEL_6,38602.43,MB Dealer 309,South
601334,2024-01-23,301,MODEL_4,28505.68,MB Dealer 301,South
601335,2024-11-13,316,MODEL_9,59213.56,MB Dealer 316,East
601336,2024-10-28,313,MODEL_3,49319.48,MB Dealer 313,South
601337,2024-12-14,319,MODEL_1,33567.1,MB Dealer 319,West
601338,2024-01-22,319,MODEL_1,52224.25,MB Dealer 319,West
601339,2025-01-20,314,MODEL_3,53035.95,MB Dealer 314,Midwest
601340,2025-12-06,305,MODEL_5,51015.78,MB Dealer 305,South
601341,2024-09-20,318,MODEL_9,49153.91,MB Dealer 318,Midwest
601342,2024-06-12,312,MODEL_3,37028.72,MB Dealer 312,East
601343,2024-01-16,303,MODEL_6,56810.41,MB Dealer 303,West
601344,2025-12-16,318,MODEL_10,55598.79,MB Dealer 318,Midwest
601345,2025-09-30,303,MODEL_6,47212.92,MB Dealer 303,West
601346,2024-03-11,305,MODEL_4,55255.1,MB Dealer 305,South
601347,2025-10-25,307,MODEL_2,50701.19,MB Dealer 307,West
601348,2024-09-27,300,MODEL_7,46776.73,MB Dealer 300,East
601349,2025-09-09,306,MODEL_7,58267.18,MB Dealer 306,Midwest
601350,2024-10-20,312,MODEL_4,40993.46,MB Dealer 312,East
601351,2025-04-03,301,MODEL_1,49300.76,MB Dealer 301,South
601352,2024-06-03,313,MODEL_6,36192.58,MB Dealer 313,South
601353,2024-10-16,315,MODEL_8,33153.61,MB Dealer 315,West
601354,2024-06-30,311,MODEL_5,39453.99,MB Dealer 311,West
601355,2024-01-03,319,MODEL_5,43165.29,MB Dealer 319,West
601356,2024-03-08,306,MODEL_10,45773.05,MB Dealer 306,Midwest
601357,2024-04-03,306,MODEL_9,31635.0,MB Dealer 306,Midwest
601358,2025-11-12,303,MODEL_8,46940.86,MB Dealer 303,West
601359,2024-07-06,318,MODEL_2,52588.82,MB Dealer 318,Midwest
601360,2025-10-25,305,MODEL_10,22572.75,MB Dealer 305,South
601361,2024-02-18,308,MODEL_10,32324.66,MB Dealer 308,East
601362,2024-06-23,312,MODEL_10,45429.24,MB Dealer 312,East
601363,2024-07-19,301,MODEL_4,48732.17,MB Dealer 301,South
601364,2025-11-02,314,MODEL_1,51965.71,MB Dealer 314,Midwest
601365,2025-10-14,301,MODEL_5,40235.8,MB Dealer 301,South
601366,2024-11-03,301,MODEL_2,36312.18,MB Dealer 301,South
601367,2025-04-03,307,MODEL_5,47556.97,MB Dealer 307,West
601368,2025-06-27,310,MODEL_2,56011.63,MB Dealer 310,Midwest
601369,2024-05-24,302,MODEL_4,44932.58,MB Dealer 302,Midwest
601370,2024-10-15,317,MODEL_1,49893.38,MB Dealer 317,South
601371,2024-07-21,315,MODEL_6,56144.52,MB Dealer 315,West
601372,2025-10-11,302,MODEL_6,43452.01,MB Dealer 302,Midwest
601373,2024-09-25,312,MODEL_10,44680.33,MB Dealer 312,East
601374,2024-10-15,318,MODEL_8,43010.75,MB Dealer 318,Midwest
601375,2025-07-05,303,MODEL_8,45727.21,MB Dealer 303,West
601376,2024-04-21,302,MODEL_2,57969.15,MB Dealer 302,Midwest
601377,2024-02-04,311,MODEL_3,41256.74,MB Dealer 311,West
601378,2024-06-16,317,MODEL_10,43739.74,MB Dealer 317,South
601379,2025-12-03,312,MODEL_6,38763.71,MB Dealer 312,East
601380,2025-01-08,314,MODEL_2,42528.6,MB Dealer 314,Midwest
601381,2024-11-12,313,MODEL_5,52819.17,MB Dealer 313,South
601382,2024-11-24,307,MODEL_6,49254.23,MB Dealer 307,West
601383,2024-08-22,303,MODEL_3,36638.03,MB Dealer 303,West
601384,2024-10-14,305,MODEL_9,57066.9,MB Dealer 305,South
601385,2024-04-09,300,MODEL_4,39066.53,MB Dealer 300,East
601386,2024-12-11,304,MODEL_8,52683.79,MB Dealer 304,East
601387,2025-04-21,310,MODEL_4,72580.1,MB Dealer 310,Midwest
601388,2025-05-05,305,MODEL_10,53455.21,MB Dealer 305,South
601389,2025-07-18,311,MODEL_1,52589.66,MB Dealer 311,West
601390,2025-12-12,315,MODEL_7,50093.04,MB Dealer 315,West
601391,2025-01-20,318,MODEL_10,45511.49,MB Dealer 318,Midwest
601392,2025-04-21,317,MODEL_9,47865.26,MB Dealer 317,South
601393,2025-07-09,305,MODEL_6,38455.32,MB Dealer 305,South
601394,2025-10-25,316,MODEL_8,48259.4,MB Dealer 316,East
601395,2024-12-31,302,MODEL_6,52768.09,MB Dealer 302,Midwest
601396,2025-10-15,308,MODEL_2,56415.6,MB Dealer 308,East
601397,2024-02-19,317,MODEL_9,36692.99,MB Dealer 317,South
601398,2025-09-06,300,MODEL_8,50483.61,MB Dealer 300,East
601399,2025-12-01,313,MODEL_8,39481.78,MB Dealer 313,South
601400,2025-06-30,315,MODEL_5,50010.07,MB Dealer 315,West
601401,2025-12-16,307,MODEL_4,43564.56,MB Dealer 307,West
601402,2025-11-17,309,MODEL_9,36125.83,MB Dealer 309,South
601403,2025-03-13,305,MODEL_4,48236.97,MB Dealer 305,South
601404,2025-01-22,309,MODEL_1,46556.93,MB Dealer 309,South
601405,2024-06-27,311,MODEL_6,38518.77,MB Dealer 311,West
601406,2025-02-22,306,MODEL_3,43851.76,MB Dealer 306,Midwest
601407,2025-05-20,302,MODEL_9,43919.16,MB Dealer 302,Midwest
601408,2025-09-22,309,MODEL_2,31725.11,MB Dealer 309,South
601409,2024-05-29,310,MODEL_3,35082.46,MB Dealer 310,Midwest
601410,2025-11-01,313,MODEL_6,49762.16,MB Dealer 313,South
601411,2024-04-08,308,MODEL_7,44871.99,MB Dealer 308,East
601412,2024-02-28,311,MODEL_9,39606.08,MB Dealer 311,West
601413,2024-07-09,302,MODEL_2,47250.65,MB Dealer 302,Midwest
601414,2024-03-03,302,MODEL_10,52025.83,MB Dealer 302,Midwest
601415,2025-09-19,303,MODEL_4,43847.39,MB Dealer 303,West
601416,2024-10-03,311,MODEL_1,45731.56,MB Dealer 311,West
601417,2024-08-03,305,MODEL_4,49415.65,MB Dealer 305,South
601418,2025-01-24,314,MODEL_4,29498.51,MB Dealer 314,Midwest
601419,2024-09-13,300,MODEL_5,29242.29,MB Dealer 300,East
601420,2024-07-11,311,MODEL_3,48232.15,MB Dealer 311,West
601421,2024-09-06,313,MODEL_9,50451.1,MB Dealer 313,South
601422,2024-03-07,300,MODEL_3,36887.73,MB Dealer 300,East
601423,2024-08-19,311,MODEL_9,44455.21,MB Dealer 311,West
601424,2024-03-20,317,MODEL_1,56269.77,MB Dealer 317,South
601425,2024-04-13,311,MODEL_9,51485.84,MB Dealer 311,West
601426,2024-08-03,311,MODEL_9,47587.18,MB Dealer 311,West
601427,2025-07-09,311,MODEL_9,58342.23,MB Dealer 311,West
601428,2024-08-25,306,MODEL_9,39919.86,MB Dealer 306,Midwest
601429,2024-07-13,303,MODEL_7,41159.24,MB Dealer 303,West
601430,2025-04-23,314,MODEL_6,46987.94,MB Dealer 314,Midwest
601431,2024-04-30,307,MODEL_10,61807.6,MB Dealer 307,West
601432,2024-11-20,306,MODEL_5,56350.63,MB Dealer 306,Midwest
601433,2025-12-15,311,MODEL_7,52467.42,MB Dealer 311,West
601434,2025-04-19,309,MODEL_6,43609.12,MB Dealer 309,South
601435,2024-04-14,314,MODEL_8,35652.76,MB Dealer 314,Midwest
601436,2024-07-09,314,MODEL_6,34327.88,MB Dealer 314,Midwest
601437,2024-12-21,305,MODEL_3,41789.23,MB Dealer 305,South
601438,2024-01-21,311,MODEL_3,38290.04,MB Dealer 311,West
601439,2025-06-16,310,MODEL_9,34994.52,MB Dealer 310,Midwest
601440,2024-03-23,311,MODEL_10,51016.43,MB Dealer 311,West
601441,2024-08-04,313,MODEL_7,43174.27,MB Dealer 313,South
601442,2024-10-04,309,MODEL_4,50659.48,MB Dealer 309,South
601443,2025-12-09,308,MODEL_7,33072.9,MB Dealer 308,East
601444,2025-08-23,316,MODEL_2,45810.02,MB Dealer 316,East
601445,2025-09-16,301,MODEL_8,31883.27,MB Dealer 301,South
601446,2025-06-27,307,MODEL_10,52402.36,MB Dealer 307,West
601447,2025-10-25,318,MODEL_6,48026.79,MB Dealer 318,Midwest
601448,2024-08-31,310,MODEL_4,50740.23,MB Dealer 310,Midwest
601449,2024-06-15,318,MODEL_1,55372.4,MB Dealer 318,Midwest
601450,2024-07-23,303,MODEL_6,46526.86,MB Dealer 303,West
601451,2025-09-25,300,MODEL_6,43486.81,MB Dealer 300,East
601452,2025-11-16,301,MODEL_2,52751.1,MB Dealer 301,South
601453,2024-08-22,312,MODEL_8,55275.07,MB Dealer 312,East
601454,2024-05-02,303,MODEL_1,39877.77,MB Dealer 303,West
601455,2025-07-08,311,MODEL_10,59085.55,MB Dealer 311,West
601456,2025-03-31,314,MODEL_2,32750.91,MB Dealer 314,Midwest
601457,2025-12-18,309,MODEL_5,37330.15,MB Dealer 309,South
601458,2025-12-19,311,MODEL_4,42714.17,MB Dealer 311,West
601459,2024-03-10,301,MODEL_4,53441.41,MB Dealer 301,South
601460,2024-04-06,305,MODEL_4,40438.91,MB Dealer 305,South
601461,2024-09-17,316,MODEL_1,45977.66,MB Dealer 316,East
601462,2025-06-10,317,MODEL_10,37304.25,MB Dealer 317,South
601463,2025-07-14,304,MODEL_9,40078.29,MB Dealer 304,East
601464,2025-08-04,310,MODEL_3,43138.69,MB Dealer 310,Midwest
601465,2024-05-12,308,MODEL_2,51815.99,MB Dealer 308,East
601466,2024-03-22,309,MODEL_2,55357.11,MB Dealer 309,South
601467,2025-01-27,316,MODEL_1,50073.68,MB Dealer 316,East
601468,2024-07-27,300,MODEL_8,58953.62,MB Dealer 300,East
601469,2025-10-15,302,MODEL_8,43092.76,MB Dealer 302,Midwest
601470,2024-05-21,312,MODEL_5,52635.67,MB Dealer 312,East
601471,2025-02-07,301,MODEL_7,52315.04,MB Dealer 301,South
601472,2025-03-05,309,MODEL_7,57864.46,MB Dealer 309,South
601473,2024-12-22,305,MODEL_4,51524.79,MB Dealer 305,South
601474,2024-09-18,314,MODEL_7,46691.32,MB Dealer 314,Midwest
601475,2025-06-26,313,MODEL_6,40997.79,MB Dealer 313,South
601476,2024-10-24,309,MODEL_1,53145.6,MB Dealer 309,South
601477,2024-04-09,305,MODEL_2,44529.0,MB Dealer 305,South
601478,2025-01-06,301,MODEL_3,35957.66,MB Dealer 301,South
601479,2025-11-04,312,MODEL_8,36960.05,MB Dealer 312,East
601480,2025-07-28,319,MODEL_9,53257.9,MB Dealer 319,West
601481,2025-02-16,318,MODEL_2,53209.43,MB Dealer 318,Midwest
601482,2024-01-18,303,MODEL_3,36857.79,MB Dealer 303,West
601483,2025-01-05,316,MODEL_4,50439.55,MB Dealer 316,East
601484,2024-08-10,316,MODEL_9,35469.35,MB Dealer 316,East
601485,2025-10-10,304,MODEL_7,43717.01,MB Dealer 304,East
601486,2025-06-16,317,MODEL_7,44933.72,MB Dealer 317,South
601487,2025-02-20,304,MODEL_6,55620.44,MB Dealer 304,East
601488,2025-09-13,300,MODEL_4,47650.83,MB Dealer 300,East
601489,2024-12-20,302,MODEL_8,44645.23,MB Dealer 302,Midwest
601490,2025-10-29,315,MODEL_7,42091.36,MB Dealer 315,West
601491,2025-02-27,305,MODEL_4,37246.31,MB Dealer 305,South
601492,2025-03-06,300,MODEL_3,34019.43,MB Dealer 300,East
601493,2025-02-09,309,MODEL_3,48108.68,MB Dealer 309,South
601494,2025-02-15,315,MODEL_6,36996.99,MB Dealer 315,West
601495,2025-02-12,315,MODEL_5,42710.01,MB Dealer 315,West
601496,2025-04-03,302,MODEL_2,26659.45,MB Dealer 302,Midwest
601497,2025-09-25,311,MODEL_5,37183.53,MB Dealer 311,West
601498,2024-09-01,311,MODEL_8,37478.81,MB Dealer 311,West
601499,2024-08-04,316,MODEL_2,38055.25,MB Dealer 316,East
601500,2025-06-07,318,MODEL_9,48159.9,MB Dealer 318,Midwest
601501,2024-06-17,301,MODEL_2,41324.7,MB Dealer 301,South
601502,2025-10-20,304,MODEL_4,46730.5,MB Dealer 304,East
601503,2024-08-17,308,MODEL_4,37996.32,MB Dealer 308,East
601504,2025-05-02,316,MODEL_9,51436.86,MB Dealer 316,East
601505,2025-08-15,300,MODEL_6,47872.8,MB Dealer 300,East
601506,2025-02-13,303,MODEL_3,45314.98,MB Dealer 303,West
601507,2024-01-31,317,MODEL_3,33444.1,MB Dealer 317,South
601508,2025-12-05,317,MODEL_7,44545.05,MB Dealer 317,South
601509,2024-06-23,306,MODEL_9,32879.1,MB Dealer 306,Midwest
601510,2025-12-15,313,MODEL_7,45908.52,MB Dealer 313,South
601511,2025-11-02,301,MODEL_7,37329.0,MB Dealer 301,South
601512,2025-07-20,316,MODEL_9,53892.16,MB Dealer 316,East
601513,2024-04-21,313,MODEL_3,24905.81,MB Dealer 313,South
601514,2024-11-09,318,MODEL_3,36337.42,MB Dealer 318,Midwest
601515,2025-09-19,304,MODEL_5,62702.34,MB Dealer 304,East
601516,2025-04-11,310,MODEL_6,51960.59,MB Dealer 310,Midwest
601517,2025-09-15,309,MODEL_10,47265.24,MB Dealer 309,South
601518,2024-06-20,305,MODEL_5,39716.36,MB Dealer 305,South
601519,2024-09-19,312,MODEL_6,40967.59,MB Dealer 312,East
601520,2025-11-06,312,MODEL_7,41744.29,MB Dealer 312,East
601521,2024-08-27,303,MODEL_4,40222.01,MB Dealer 303,West
601522,2025-04-22,300,MODEL_7,40537.72,MB Dealer 300,East
601523,2025-11-05,309,MODEL_2,48083.1,MB Dealer 309,South
601524,2024-04-02,312,MODEL_9,31443.73,MB Dealer 312,East
601525,2025-03-18,303,MODEL_10,44576.5,MB Dealer 303,West
601526,2024-02-26,310,MODEL_8,48677.89,MB Dealer 310,Midwest
601527,2025-04-04,305,MODEL_2,46359.33,MB Dealer 305,South
601528,2025-11-28,306,MODEL_1,51453.42,MB Dealer 306,Midwest
601529,2025-02-23,316,MODEL_10,50909.01,MB Dealer 316,East
601530,2024-08-18,318,MODEL_2,42938.52,MB Dealer 318,Midwest
601531,2024-12-25,308,MODEL_9,25750.46,MB Dealer 308,East
601532,2025-09-01,314,MODEL_2,33447.29,MB Dealer 314,Midwest
601533,2024-11-18,308,MODEL_3,51358.79,MB Dealer 308,East
601534,2025-08-10,312,MODEL_3,45081.82,MB Dealer 312,East
601535,2025-01-14,314,MODEL_8,32598.06,MB Dealer 314,Midwest
601536,2024-12-20,315,MODEL_4,62960.7,MB Dealer 315,West
601537,2025-05-30,308,MODEL_2,50249.14,MB Dealer 308,East
601538,2024-06-17,312,MODEL_1,56910.18,MB Dealer 312,East
601539,2024-01-27,304,MODEL_8,46092.74,MB Dealer 304,East
601540,2025-06-06,305,MODEL_7,41352.88,MB Dealer 305,South
601541,2024-03-11,316,MODEL_2,55099.84,MB Dealer 316,East
601542,2025-01-29,304,MODEL_2,53924.14,MB Dealer 304,East
601543,2025-06-26,305,MODEL_10,39379.57,MB Dealer 305,South
601544,2024-08-04,310,MODEL_7,33598.83,MB Dealer 310,Midwest
601545,2024-09-06,306,MODEL_3,51873.49,MB Dealer 306,Midwest
601546,2025-02-17,313,MODEL_2,45800.2,MB Dealer 313,South
601547,2025-03-14,313,MODEL_6,33805.36,MB Dealer 313,South
601548,2024-02-01,300,MODEL_7,54475.85,MB Dealer 300,East
601549,2024-09-18,302,MODEL_5,45884.73,MB Dealer 302,Midwest
601550,2024-12-02,313,MODEL_5,31796.14,MB Dealer 313,South
601551,2024-04-17,301,MODEL_5,53390.21,MB Dealer 301,South
601552,2025-10-15,304,MODEL_10,49059.33,MB Dealer 304,East
601553,2025-12-01,309,MODEL_9,33892.83,MB Dealer 309,South
601554,2025-01-24,305,MODEL_7,42328.82,MB Dealer 305,South
601555,2024-01-28,311,MODEL_5,50151.27,MB Dealer 311,West
601556,2024-12-13,306,MODEL_7,40448.27,MB Dealer 306,Midwest
